account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
150,90,7,Business,2025-05-19,2926.08,Active
151,91,1,Savings,2023-10-29,1908.68,Active
152,92,9,Savings,2023-11-07,1076.59,Closed
153,93,5,Savings,2025-05-16,3415.41,Active
154,93,5,Business,2025-05-17,14298.09,Closed
155,94,6,Savings,2025-02-27,2697.53,Active
156,94,6,Fixed Deposit,2025-02-24,3826.04,Active
157,94,6,Business,2025-03-01,6496.65,Closed
158,95,6,Savings,2025-08-05,1230.3,Active
159,95,6,Payroll,2025-07-22,705.58,Active
160,96,2,Savings,2023-11-16,587.62,Active
161,96,2,Fixed Deposit,2023-11-20,3865.88,Active
162,97,2,Savings,2026-01-11,776.79,Active
163,97,2,Payroll,2026-01-19,371.07,Active
164,98,1,Savings,2024-05-17,185.71,Active
165,98,1,Fixed Deposit,2024-06-02,1149.76,Active
166,99,2,Savings,2024-12-07,1579.17,Active
167,99,2,Payroll,2024-12-16,538.16,Active
168,100,2,Savings,2023-04-01,785.0,Active
169,101,1,Savings,2025-09-10,2648.34,Active
170,101,1,Fixed Deposit,2025-09-24,17444.63,Closed
171,101,1,Business,2025-09-16,10967.55,Dormant
172,102,2,Savings,2024-09-16,362.92,Active
173,103,4,Savings,2024-08-20,151.18,Active
174,104,10,Savings,2025-02-27,126.74,Closed
175,105,7,Savings,2025-08-25,1257.23,Dormant
176,105,7,Fixed Deposit,2025-08-26,6152.58,Dormant
177,105,7,Payroll,2025-09-09,1132.05,Active
178,106,5,Savings,2025-03-13,958.97,Active
179,106,5,Fixed Deposit,2025-02-28,4822.72,Active
180,106,5,Business,2025-03-17,7187.81,Active
181,107,6,Savings,2024-10-16,1922.98,Active
182,108,13,Savings,2025-12-06,3256.77,Active
183,109,6,Savings,2023-07-26,450.54,Closed
184,109,6,Fixed Deposit,2023-07-11,2574.9,Active
185,109,6,Payroll,2023-07-28,776.42,Active
186,110,3,Savings,2024-04-07,525.31,Active
187,110,3,Fixed Deposit,2024-04-20,3279.44,Active
188,110,3,Payroll,2024-04-14,618.11,Active
189,111,2,Savings,2024-05-29,285.41,Active
190,111,2,Business,2024-06-12,3092.24,Active
191,112,3,Savings,2024-04-15,450.44,Active
192,113,7,Savings,2024-04-21,654.78,Active
193,114,9,Savings,2025-08-10,978.32,Active
194,114,9,Payroll,2025-07-28,324.17,Active
195,115,14,Savings,2023-10-31,800.0,Active
196,115,14,Fixed Deposit,2023-10-29,7071.54,Active
197,115,14,Payroll,2023-11-05,1112.02,Active
198,116,5,Savings,2024-10-26,2771.16,Active
199,117,12,Savings,2025-04-17,981.69,Active
200,117,12,Payroll,2025-05-08,787.9,Active
201,118,4,Savings,2025-05-05,785.57,Active
202,119,2,Savings,2024-04-18,58.53,Active
203,120,9,Savings,2025-10-29,1017.13,Active
204,120,9,Business,2025-10-18,5050.7,Dormant
205,121,12,Savings,2024-02-19,1008.27,Active
206,121,12,Fixed Deposit,2024-02-15,8877.29,Closed
207,121,12,Payroll,2024-03-11,1751.94,Active
208,122,3,Savings,2023-07-02,6091.56,Dormant
209,122,3,Business,2023-07-07,5338.58,Active
210,123,9,Savings,2024-08-23,2193.75,Active
211,123,9,Fixed Deposit,2024-08-16,5163.18,Dormant
212,123,9,Payroll,2024-09-02,1128.62,Active
213,124,15,Savings,2024-11-11,4077.67,Active
214,125,3,Savings,2025-09-26,759.39,Active
215,126,15,Savings,2024-01-01,352.19,Dormant
216,127,2,Savings,2025-10-17,280.77,Closed
217,127,2,Payroll,2025-10-26,436.85,Dormant
218,128,18,Savings,2023-06-20,707.43,Active
219,129,8,Savings,2024-07-05,5151.64,Active
220,129,8,Business,2024-07-09,6207.72,Dormant
221,130,4,Savings,2023-10-05,290.72,Active
222,131,5,Savings,2023-03-11,3047.18,Active
223,132,12,Savings,2024-07-01,613.34,Active
224,133,17,Savings,2025-12-03,1288.57,Active
225,133,17,Payroll,2025-11-23,742.26,Active
226,134,17,Savings,2023-02-04,771.61,Active
227,135,7,Savings,2025-01-23,3887.06,Dormant
228,135,7,Fixed Deposit,2025-01-20,7857.72,Active
229,135,7,Business,2025-01-18,6645.7,Active
230,136,6,Savings,2025-06-20,2153.92,Active
231,136,6,Payroll,2025-06-13,590.64,Active
232,137,17,Savings,2025-03-21,1959.55,Closed
233,138,18,Fixed Deposit,2023-05-19,12585.44,Active
234,138,18,Business,2023-05-11,19220.37,Active
235,139,10,Savings,2024-03-17,923.83,Active
236,139,10,Payroll,2024-03-06,1006.98,Active
237,140,18,Savings,2024-06-23,4683.65,Active
238,140,18,Fixed Deposit,2024-06-10,22391.1,Active
239,141,6,Savings,2023-06-24,2155.33,Active
240,141,6,Payroll,2023-06-21,613.97,Active
241,142,4,Savings,2025-09-28,781.87,Active
242,142,4,Payroll,2025-10-08,431.9,Active
243,143,18,Savings,2023-03-12,912.76,Active
244,144,2,Savings,2025-10-07,1094.62,Active
245,144,2,Payroll,2025-09-21,871.35,Active
246,145,12,Fixed Deposit,2025-10-08,2988.33,Active
247,146,1,Savings,2024-11-07,363.57,Dormant
248,147,5,Savings,2025-02-13,1254.73,Active
249,148,18,Savings,2025-06-10,1097.02,Active
250,149,9,Savings,2023-08-23,1258.12,Dormant
251,149,9,Business,2023-09-15,11916.25,Active
252,150,18,Savings,2023-08-30,1102.44,Active
253,150,18,Payroll,2023-08-28,222.92,Closed
254,151,2,Savings,2025-11-23,337.75,Active
255,151,2,Fixed Deposit,2025-11-17,4480.24,Active
256,152,4,Savings,2024-07-28,500.17,Active
257,153,10,Savings,2025-07-09,1502.89,Active
258,153,10,Business,2025-07-20,2569.33,Active
259,154,16,Savings,2025-03-08,3052.62,Dormant
260,155,17,Savings,2024-11-22,1884.64,Active
261,155,17,Payroll,2024-12-13,791.67,Active
262,156,5,Savings,2025-01-09,838.79,Dormant
263,156,5,Payroll,2024-12-23,398.66,Active
264,157,3,Savings,2025-12-30,749.29,Active
265,157,3,Business,2026-01-01,1985.31,Active
266,158,14,Savings,2023-12-16,1807.97,Active
267,159,5,Savings,2023-06-21,383.93,Active
268,160,12,Savings,2024-10-17,838.24,Active
269,161,14,Savings,2023-07-26,1067.72,Dormant
270,162,1,Savings,2023-06-11,1852.99,Active
271,162,1,Business,2023-06-08,1962.65,Active
272,163,7,Savings,2024-10-20,703.5,Active
273,164,4,Savings,2024-05-01,1301.68,Active
274,164,4,Business,2024-04-30,3267.8,Active
275,165,2,Savings,2024-06-26,1548.97,Closed
276,166,15,Savings,2025-01-26,742.3,Active
277,167,3,Savings,2025-10-19,2177.23,Active
278,167,3,Business,2025-10-20,6675.77,Active
279,168,8,Savings,2024-08-13,533.68,Active
280,169,13,Savings,2025-04-16,266.04,Active
281,170,6,Savings,2023-10-30,437.35,Active
282,171,17,Savings,2024-07-31,2130.36,Closed
283,171,17,Payroll,2024-07-30,970.87,Active
284,172,2,Savings,2024-12-30,4472.13,Active
285,172,2,Business,2024-12-30,13295.35,Active
286,173,14,Savings,2025-01-08,2878.31,Closed
287,174,10,Savings,2025-09-20,1855.92,Closed
288,174,10,Payroll,2025-09-19,739.91,Active
289,175,18,Savings,2025-03-22,2073.21,Active
290,175,18,Payroll,2025-03-09,689.94,Active
291,176,1,Savings,2024-08-26,219.23,Active
292,177,4,Savings,2024-07-19,821.85,Active
293,177,4,Fixed Deposit,2024-07-19,2794.01,Active
294,178,13,Savings,2025-02-21,1318.98,Active
295,179,18,Savings,2024-07-30,2232.22,Active
296,180,13,Savings,2025-04-30,648.59,Active
297,180,13,Fixed Deposit,2025-05-06,3289.49,Active
298,180,13,Payroll,2025-05-19,378.76,Active
299,181,15,Savings,2024-07-11,280.73,Active
300,181,15,Fixed Deposit,2024-07-14,1612.0,Active
301,181,15,Payroll,2024-07-12,224.37,Active
302,182,16,Savings,2025-12-24,1049.73,Active
303,183,18,Savings,2025-02-23,1734.38,Active
304,184,3,Savings,2025-03-21,867.73,Active
305,185,6,Savings,2024-11-10,1599.15,Active
306,185,6,Payroll,2024-10-26,733.11,Active
307,186,12,Savings,2023-12-07,181.23,Active
308,187,2,Savings,2023-09-12,789.29,Active
309,187,2,Fixed Deposit,2023-09-06,2028.97,Dormant
310,187,2,Payroll,2023-08-26,277.65,Dormant
311,188,1,Savings,2026-01-05,1266.56,Active
312,188,1,Payroll,2025-12-25,484.42,Active
313,189,10,Savings,2025-07-18,88.85,Active
314,190,11,Savings,2023-12-14,798.86,Active
315,190,11,Payroll,2023-12-15,818.57,Active
316,191,2,Savings,2025-08-17,451.42,Dormant
317,192,2,Savings,2025-09-03,546.6,Active
318,192,2,Fixed Deposit,2025-08-14,7399.36,Active
319,193,10,Savings,2025-08-17,6836.32,Active
320,193,10,Business,2025-08-12,21912.2,Active
321,194,12,Savings,2023-12-11,1508.95,Active
322,195,3,Savings,2025-01-23,2249.33,Active
323,195,3,Payroll,2025-02-01,630.94,Active
324,196,5,Savings,2025-02-07,2404.0,Active
325,196,5,Payroll,2025-02-17,1022.03,Dormant
326,197,1,Savings,2026-01-02,248.19,Active
327,198,17,Savings,2025-02-02,953.58,Active
328,199,18,Savings,2025-06-29,5263.34,Active
329,199,18,Fixed Deposit,2025-06-30,23658.49,Active
330,199,18,Business,2025-07-07,29271.01,Active
331,200,17,Savings,2024-02-05,951.37,Active
332,200,17,Fixed Deposit,2024-02-03,5492.88,Active
333,201,11,Savings,2025-11-11,1325.29,Active
334,201,11,Business,2025-10-12,17662.21,Active
335,202,6,Savings,2024-02-19,197.74,Active
336,203,6,Savings,2024-08-16,888.39,Active
337,203,6,Fixed Deposit,2024-08-22,6184.98,Active
338,203,6,Payroll,2024-08-06,908.7,Closed
339,204,9,Savings,2025-05-13,2903.46,Dormant
340,204,9,Payroll,2025-04-22,1916.89,Active
341,205,16,Savings,2023-12-16,834.17,Active
342,206,4,Savings,2025-03-30,742.25,Active
343,206,4,Payroll,2025-03-21,1281.54,Active
344,207,13,Savings,2024-07-25,2116.05,Active
345,207,13,Fixed Deposit,2024-08-04,8150.26,Active
346,208,12,Savings,2025-10-03,3128.45,Active
347,208,12,Fixed Deposit,2025-09-26,8881.02,Active
348,208,12,Business,2025-09-17,18113.82,Active
349,209,15,Savings,2024-01-01,1988.13,Active
350,209,15,Business,2024-01-19,15388.09,Active
351,210,6,Savings,2024-04-20,3373.88,Closed
352,210,6,Fixed Deposit,2024-04-30,10574.6,Active
353,211,6,Savings,2024-05-03,3138.03,Active
354,211,6,Fixed Deposit,2024-05-23,12718.6,Active
355,211,6,Payroll,2024-04-26,1291.47,Active
356,212,7,Savings,2024-03-25,309.11,Closed
357,213,8,Savings,2025-02-03,2328.75,Active
358,214,1,Savings,2024-06-11,759.64,Closed
359,215,16,Savings,2023-06-05,2796.28,Active
360,216,13,Savings,2024-01-28,2444.8,Active
361,216,13,Payroll,2024-01-10,844.49,Active
362,217,17,Savings,2025-02-16,3030.99,Dormant
363,217,17,Business,2025-02-13,6842.99,Closed
364,218,4,Savings,2024-07-18,1410.77,Dormant
365,218,4,Payroll,2024-07-31,515.31,Active
366,219,12,Savings,2025-04-20,144.07,Dormant
367,220,2,Savings,2025-05-01,1984.93,Active
368,221,4,Savings,2024-10-19,1946.36,Active
369,222,9,Savings,2024-03-04,589.86,Active
370,223,18,Savings,2023-12-22,1758.11,Active
371,223,18,Payroll,2023-12-22,551.32,Dormant
372,224,2,Savings,2023-05-30,120.53,Active
373,225,7,Savings,2025-12-28,1410.36,Closed
374,225,7,Payroll,2026-01-12,816.77,Active
375,226,6,Savings,2024-07-24,2126.75,Active
376,226,6,Payroll,2024-07-24,1418.59,Active
377,227,4,Savings,2023-05-31,489.04,Active
378,228,15,Savings,2024-03-11,2129.16,Active
379,228,15,Business,2024-02-28,7495.63,Closed
380,229,13,Savings,2025-10-20,419.4,Active
381,229,13,Payroll,2025-10-01,257.57,Active
382,230,18,Savings,2024-07-05,618.08,Active
383,231,10,Savings,2025-12-27,1073.16,Dormant
384,231,10,Fixed Deposit,2025-12-13,6602.14,Active
385,231,10,Business,2025-12-10,11168.47,Active
386,232,2,Savings,2024-08-24,725.03,Active
387,232,2,Payroll,2024-08-09,420.36,Active
388,233,8,Savings,2024-05-22,1092.03,Active
389,233,8,Payroll,2024-05-21,602.34,Active
390,234,10,Savings,2025-12-31,2047.88,Active
391,234,10,Payroll,2025-12-14,716.01,Active
392,235,5,Savings,2024-03-25,597.51,Active
393,236,5,Savings,2025-05-27,2294.78,Active
394,236,5,Fixed Deposit,2025-06-09,18009.83,Dormant
395,236,5,Business,2025-06-15,16310.72,Closed
396,237,18,Savings,2023-06-23,2702.9,Dormant
397,238,7,Savings,2025-08-24,141.58,Active
398,239,18,Savings,2024-09-16,3198.89,Active
399,240,2,Savings,2023-12-14,2950.96,Active
400,241,6,Savings,2025-11-26,881.09,Active
401,241,6,Fixed Deposit,2025-12-15,7845.14,Active
402,241,6,Payroll,2025-12-08,545.63,Active
403,242,10,Savings,2025-06-27,4408.4,Active
404,242,10,Business,2025-06-05,5424.32,Active
405,243,3,Savings,2024-05-31,1393.83,Active
406,244,1,Savings,2025-06-01,2208.69,Active
407,244,1,Fixed Deposit,2025-06-03,4686.48,Active
408,245,18,Savings,2025-03-24,834.33,Active
409,246,9,Savings,2025-12-24,1239.22,Active
410,247,1,Savings,2024-06-14,445.06,Active
411,247,1,Payroll,2024-05-24,544.15,Active
412,248,13,Savings,2025-04-01,593.24,Active
413,249,10,Savings,2024-11-18,1067.11,Active
414,249,10,Payroll,2024-11-17,513.57,Active
415,250,14,Savings,2025-12-12,446.68,Active
416,250,14,Payroll,2026-01-02,411.23,Active
417,251,9,Savings,2025-04-28,841.72,Active
418,251,9,Fixed Deposit,2025-05-17,1661.92,Active
419,251,9,Payroll,2025-04-23,274.2,Active
420,252,18,Savings,2025-01-03,3914.51,Active
421,252,18,Fixed Deposit,2024-12-29,26252.39,Active
422,253,14,Savings,2025-09-17,1981.94,Active
423,253,14,Fixed Deposit,2025-09-24,4349.76,Active
424,254,15,Savings,2025-02-03,3250.38,Dormant
425,254,15,Business,2025-01-09,8244.47,Active
426,255,7,Savings,2025-01-04,2809.68,Active
427,255,7,Fixed Deposit,2025-01-07,8909.36,Active
428,255,7,Payroll,2024-12-15,1059.65,Active
429,256,18,Savings,2024-12-11,152.26,Active
430,257,2,Savings,2025-11-09,2268.88,Closed
431,258,6,Business,2025-12-10,12714.03,Active
432,259,11,Savings,2024-03-14,1613.31,Active
433,260,10,Savings,2025-06-21,1035.37,Active
434,261,5,Savings,2024-09-07,838.49,Active
435,262,10,Savings,2025-03-06,1537.07,Active
436,262,10,Business,2025-02-05,3572.98,Active
437,263,1,Savings,2024-02-25,472.3,Dormant
438,263,1,Payroll,2024-02-02,395.84,Active
439,264,4,Savings,2025-02-25,947.3,Active
440,265,1,Savings,2025-11-23,886.41,Active
441,265,1,Fixed Deposit,2025-11-10,7470.05,Active
442,266,3,Savings,2024-02-13,2935.47,Active
443,266,3,Business,2024-01-15,14750.88,Active
444,267,6,Savings,2025-02-09,306.14,Closed
445,268,18,Savings,2025-10-31,1259.72,Active
446,268,18,Fixed Deposit,2025-11-07,3607.59,Active
447,268,18,Payroll,2025-10-11,543.56,Active
448,269,18,Savings,2024-06-03,774.58,Active
449,270,16,Savings,2025-03-27,2215.35,Active
450,270,16,Business,2025-04-06,7045.22,Active
451,271,8,Savings,2023-10-22,508.87,Active
452,272,6,Savings,2023-10-03,1367.09,Active
453,272,6,Payroll,2023-10-22,498.46,Active
454,273,1,Savings,2025-01-31,1833.13,Active
455,274,18,Savings,2025-06-15,2370.04,Active
456,274,18,Payroll,2025-06-22,1376.75,Active
457,275,16,Savings,2024-01-16,755.59,Active
458,276,1,Savings,2025-11-15,1488.49,Active
459,276,1,Business,2025-12-09,8974.44,Active
460,277,6,Savings,2025-06-28,1146.56,Active
461,277,6,Payroll,2025-07-02,722.83,Active
462,278,10,Savings,2025-12-27,1775.42,Active
463,278,10,Payroll,2025-12-28,1450.93,Active
464,279,6,Savings,2025-08-07,512.54,Active
465,279,6,Fixed Deposit,2025-08-13,4879.63,Active
466,279,6,Payroll,2025-08-06,526.15,Active
467,280,2,Savings,2025-11-02,530.04,Active
468,281,6,Savings,2024-02-10,868.02,Active
469,282,3,Savings,2025-12-10,627.92,Closed
470,282,3,Fixed Deposit,2025-12-29,1335.61,Active
471,282,3,Payroll,2025-12-25,357.36,Closed
472,283,18,Savings,2023-08-22,1181.27,Active
473,283,18,Payroll,2023-08-15,750.6,Active
474,284,8,Savings,2023-08-20,1483.09,Closed
475,285,7,Savings,2023-11-15,140.93,Active
476,286,3,Savings,2024-04-13,2374.87,Active
477,286,3,Business,2024-04-18,3426.39,Active
478,287,5,Savings,2024-08-24,855.48,Active
479,288,11,Savings,2023-11-30,867.76,Active
480,288,11,Fixed Deposit,2023-11-17,13973.03,Active
481,288,11,Business,2023-10-31,10443.17,Active
482,289,15,Savings,2024-11-22,710.79,Active
483,290,10,Savings,2024-09-04,1796.26,Dormant
484,290,10,Fixed Deposit,2024-08-26,3301.37,Dormant
485,291,5,Savings,2025-11-04,375.33,Active
486,292,13,Savings,2023-09-09,1344.37,Active
487,293,16,Savings,2025-08-05,1089.82,Active
488,294,7,Savings,2025-05-03,1953.03,Active
489,295,1,Savings,2025-09-14,2752.62,Active
490,295,1,Payroll,2025-09-23,900.41,Active
491,296,10,Savings,2024-05-24,1579.26,Active
492,297,17,Savings,2026-01-13,283.64,Active
493,298,3,Savings,2025-11-24,1373.34,Active
494,299,17,Payroll,2025-11-07,1087.11,Active
495,300,17,Savings,2025-11-10,4003.54,Active
496,300,17,Business,2025-11-08,16262.79,Active
497,301,2,Savings,2024-05-22,1399.1,Closed
498,301,2,Payroll,2024-05-15,737.29,Active
499,302,3,Savings,2025-06-05,1744.75,Active
500,303,18,Savings,2025-05-21,1845.51,Active
501,303,18,Payroll,2025-05-06,531.97,Active
502,304,1,Fixed Deposit,2024-12-26,5693.43,Active
503,304,1,Payroll,2024-12-07,1462.96,Active
504,305,9,Savings,2023-04-18,454.94,Active
505,305,9,Payroll,2023-04-25,321.88,Dormant
506,306,3,Savings,2024-09-25,1184.62,Dormant
507,306,3,Payroll,2024-09-07,1781.3,Active
508,307,13,Savings,2025-02-19,2034.1,Active
509,307,13,Business,2025-02-23,5402.96,Active
510,308,11,Savings,2025-11-16,3250.74,Active
511,308,11,Fixed Deposit,2025-11-22,10857.89,Active
512,309,1,Savings,2024-06-29,946.05,Active
513,310,11,Savings,2024-10-10,588.65,Active
514,310,11,Fixed Deposit,2024-10-06,4341.31,Dormant
515,310,11,Payroll,2024-10-21,546.2,Active
516,311,13,Savings,2023-06-22,3428.01,Dormant
517,311,13,Business,2023-06-15,10503.53,Active
518,312,18,Savings,2025-04-22,1260.84,Active
519,313,10,Savings,2025-07-10,693.8,Closed
520,314,1,Savings,2025-07-01,361.35,Dormant
521,314,1,Fixed Deposit,2025-07-15,2191.37,Active
522,315,3,Savings,2025-12-23,1309.12,Closed
523,315,3,Fixed Deposit,2026-01-04,8003.52,Active
524,315,3,Payroll,2025-12-23,1010.51,Active
525,316,6,Savings,2023-08-07,764.85,Active
526,316,6,Fixed Deposit,2023-08-09,5166.41,Active
527,317,18,Savings,2023-12-16,3118.42,Active
528,317,18,Business,2023-12-07,11027.7,Active
529,318,5,Savings,2025-07-22,2269.53,Active
530,318,5,Payroll,2025-08-14,633.84,Active
531,319,10,Savings,2023-12-30,2294.97,Active
532,320,17,Savings,2024-11-25,199.62,Active
533,321,16,Payroll,2025-04-30,975.87,Active
534,322,3,Savings,2024-07-25,323.06,Dormant
535,322,3,Fixed Deposit,2024-07-17,2398.42,Active
536,322,3,Payroll,2024-07-10,321.55,Active
537,323,6,Savings,2025-10-05,1676.81,Active
538,323,6,Payroll,2025-09-18,602.0,Active
539,324,4,Savings,2024-06-13,3785.33,Active
540,324,4,Business,2024-06-25,10990.47,Active
541,325,6,Savings,2024-10-11,2925.57,Active
542,325,6,Business,2024-10-24,17403.45,Active
543,326,3,Payroll,2025-04-01,300.03,Active
544,327,1,Savings,2025-12-04,577.01,Active
545,328,18,Savings,2024-05-09,490.14,Active
546,329,1,Savings,2025-03-18,418.84,Active
